crew_id,date,duty_start,duty_end,num_sectors,is_night_duty,is_early_start,duration_hours,rest_hours_before,consecutive_work_days
C005,2025-02-06,2025-02-06 15:30:00,2025-02-07 00:12:43.432596850,1,1,0,8.712064610236254,29.253931894999997,2
C005,2025-02-07,2025-02-07 02:45:00,2025-02-07 10:29:10.757789171,1,1,1,7.736321608103093,2.537935389722222,3
C005,2025-02-10,2025-02-10 04:30:00,2025-02-10 13:13:14.027113348,3,0,1,8.720563087041201,61.0,1
C005,2025-02-12,2025-02-12 00:30:00,2025-02-12 06:33:30.580437848,2,1,1,6.058494566069118,33.0,1
C005,2025-02-13,2025-02-13 06:45:00,2025-02-13 13:23:34.942503095,2,0,0,6.643039584193232,24.19150543388889,2
C005,2025-02-14,2025-02-14 14:00:00,2025-02-14 20:46:21.113250057,2,0,0,6.772531458349173,24.606960415555555,3
C005,2025-02-15,2025-02-15 15:45:00,2025-02-15 22:47:21.171567323,4,0,0,7.039214324256639,18.977468541388888,4
C005,2025-02-16,2025-02-16 23:30:00,2025-02-17 06:21:00.103841268,2,1,0,6.850028844796745,24.710785675555552,5
C005,2025-02-17,2025-02-17 21:15:00,2025-02-18 05:08:52.316445846,1,1,0,7.8978656794018445,14.899971155000001,6
C005,2025-02-19,2025-02-19 19:45:00,2025-02-20 04:35:30.817193168,1,1,0,8.841893664769014,35.0,1
C005,2025-02-21,2025-02-21 15:15:00,2025-02-21 21:25:58.685286900,2,0,0,6.182968135250052,70.0,1
C005,2025-02-22,2025-02-22 20:45:00,2025-02-23 04:31:59.475279668,3,1,0,7.783187577685636,23.31703186472222,2
C005,2025-02-24,2025-02-24 10:30:00,2025-02-24 17:30:36.125995512,2,0,0,7.010034998753529,57.0,1
C005,2025-02-25,2025-02-25 00:00:00,2025-02-25 06:12:15.794061794,3,1,1,6.204387239387438,6.489965001111112,2
C005,2025-02-26,2025-02-26 20:15:00,2025-02-27 02:54:44.311818118,3,1,0,6.662308838366281,38.04561276055556,3
C005,2025-02-27,2025-02-27 20:15:00,2025-02-28 04:51:14.986683348,4,1,0,8.604162967596878,17.33769116138889,4
C005,2025-03-01,2025-03-01 00:15:00,2025-03-01 07:31:37.386823181,3,1,1,7.277051895328171,28.0,1
C006,2025-01-01,2025-01-01 13:00:00,2025-01-01 19:55:11.346324831,3,0,0,6.919818423564345,48.0,1
C006,2025-01-02,2025-01-02 15:00:00,2025-01-02 21:38:13.138631221,1,0,0,6.636982953117058,19.08018157638889,2
C006,2025-01-05,2025-01-05 14:45:00,2025-01-05 23:15:17.572631492,4,0,0,8.504881286525661,47.0,1
C006,2025-01-06,2025-01-06 16:30:00,2025-01-06 22:30:17.738426396,1,0,0,6.004927340665704,17.245118713333333,2
C006,2025-01-07,2025-01-07 04:00:00,2025-01-07 10:48:07.556064484,4,0,1,6.802098906801347,5.4950726591666665,3
C006,2025-01-09,2025-01-09 15:45:00,2025-01-09 23:28:58.753185191,1,0,0,7.732986995886622,40.0,1
C006,2025-01-12,2025-01-12 13:00:00,2025-01-12 20:09:59.941133413,1,0,0,7.166650314837213,56.0,1
C006,2025-01-13,2025-01-13 02:45:00,2025-01-13 09:42:39.650020256,1,1,1,6.961013894515657,6.583349685,2
C006,2025-01-14,2025-01-14 02:15:00,2025-01-14 09:14:51.994704849,4,1,1,6.997776306902712,16.53898610527778,3
C006,2025-01-15,2025-01-15 09:15:00,2025-01-15 16:33:21.042838713,1,0,0,7.305845232975967,24.002223693055555,4
C006,2025-01-17,2025-01-17 05:15:00,2025-01-17 12:50:15.695177302,2,0,1,7.587693104806384,62.0,1
C006,2025-01-19,2025-01-19 19:00:00,2025-01-20 01:30:08.811888397,4,1,0,6.502447746777209,34.0,1
C006,2025-01-21,2025-01-21 16:45:00,2025-01-21 22:57:28.386484581,1,0,0,6.20788513460589,35.0,1
C006,2025-01-22,2025-01-22 23:30:00,2025-01-23 07:51:00.965440169,3,1,0,8.350268177824844,24.542114865277778,2
C006,2025-01-23,2025-01-23 21:15:00,2025-01-24 05:02:32.739316424,2,1,0,7.792427587895791,13.399731821944444,3
C006,2025-01-24,2025-01-24 05:15:00,2025-01-24 13:00:15.943917449,2,0,1,7.754428865958154,0.20757241194444442,4
C006,2025-01-25,2025-01-25 18:15:00,2025-01-26 02:51:55.262519195,3,1,0,8.615350699776606,29.245571133888888,5
C006,2025-01-26,2025-01-26 15:00:00,2025-01-27 00:29:14.392017212,3,1,0,9.487331115892484,12.134649300000001,6
C006,2025-01-30,2025-01-30 15:30:00,2025-01-31 01:23:57.021534913,4,1,0,9.899172648587133,33.0,1
C006,2025-01-31,2025-01-31 05:00:00,2025-01-31 11:07:21.396031763,3,0,1,6.122610008823225,3.600827351388889,2
C006,2025-02-01,2025-02-01 02:45:00,2025-02-01 09:34:54.533036257,4,1,1,6.831814732293882,15.627389991111112,3
C006,2025-02-02,2025-02-02 23:45:00,2025-02-03 08:42:46.615288349,2,1,0,8.962948691208172,38.16818526750001,4
C006,2025-02-03,2025-02-03 11:15:00,2025-02-03 17:22:03.280018893,4,0,0,6.117577783026029,2.5370513086111113,5
C006,2025-02-04,2025-02-04 11:15:00,2025-02-04 18:56:12.781346977,3,0,0,7.686883707493822,17.882422216944445,6
C006,2025-02-05,2025-02-05 02:45:00,2025-02-05 09:59:45.359401657,1,1,1,7.245933167126966,7.8131162925,7
C006,2025-02-06,2025-02-06 05:45:00,2025-02-06 12:28:07.436767731,2,0,1,6.718732435480968,19.754066832777777,8
C006,2025-02-07,2025-02-07 04:00:00,2025-02-07 10:16:35.512121087,2,0,1,6.276531144746478,15.531267564444445,9
C006,2025-02-09,2025-02-09 14:15:00,2025-02-09 21:41:12.960519356,3,0,0,7.436933477599062,29.0,1
C006,2025-02-10,2025-02-10 09:00:00,2025-02-10 18:25:55.002056486,3,0,0,9.431945015690824,11.313066522222222,2
C006,2025-02-11,2025-02-11 11:30:00,2025-02-11 21:22:45.423049131,3,0,0,9.87928418031418,17.068054984166668,3
C006,2025-02-12,2025-02-12 05:00:00,2025-02-12 12:19:24.806827044,2,0,1,7.323557451956688,7.620715819444444,4
C006,2025-02-13,2025-02-13 04:30:00,2025-02-13 11:29:41.485525261,4,0,1,6.99485709035052,16.17644254777778,5
C006,2025-02-14,2025-02-14 04:30:00,2025-02-14 12:55:19.749470086,1,0,1,8.422152630579532,17.005142909444444,6
C006,2025-02-15,2025-02-15 21:30:00,2025-02-16 04:50:20.781382335,3,1,0,7.339105939537757,32.57784736916667,7
C006,2025-02-16,2025-02-16 11:15:00,2025-02-16 18:19:44.394405844,1,0,0,7.078998446067958,6.410894060277777,8
C006,2025-02-17,2025-02-17 00:30:00,2025-02-17 07:46:48.021361225,2,1,1,7.280005933673827,6.171001553888889,9
C006,2025-02-21,2025-02-21 21:45:00,2025-02-22 06:42:35.605327955,3,1,0,8.95989036887654,66.0,1
C006,2025-02-23,2025-02-23 02:30:00,2025-02-23 09:24:34.126960563,3,1,1,6.909479711267718,46.0,1
C006,2025-02-24,2025-02-24 05:45:00,2025-02-24 12:58:54.191158913,2,0,1,7.231719766364764,20.34052028861111,2
C006,2025-02-26,2025-02-26 00:00:00,2025-02-26 07:27:41.972219070,4,1,1,7.461658949741753,61.0,1
C006,2025-02-27,2025-02-27 05:30:00,2025-02-27 14:08:47.505845344,2,0,1,8.646529401484587,22.03834105,2
C006,2025-02-28,2025-02-28 05:45:00,2025-02-28 14:13:17.000258897,3,0,1,8.471388960804855,15.603470598333333,3
C006,2025-03-01,2025-03-01 04:00:00,2025-03-01 12:45:29.185214854,1,0,1,8.758107004126245,13.778611039166666,4
C007,2025-01-02,2025-01-02 12:15:00,2025-01-02 20:33:31.467408649,4,0,0,8.308740946846992,25.0,1
C007,2025-01-03,2025-01-03 04:00:00,2025-01-03 13:27:56.716812398,4,0,1,9.46575467011058,7.441259053055555,2
C007,2025-01-04,2025-01-04 06:45:00,2025-01-04 15:42:13.668613219,2,0,0,8.953796837005306,17.28424532972222,3
C007,2025-01-05,2025-01-05 13:15:00,2025-01-05 21:00:09.681788332,2,0,0,7.752689385647951,21.54620316277778,4
C007,2025-01-06,2025-01-06 08:15:00,2025-01-06 14:43:51.010397336,3,0,0,6.480836221482434,11.247310614166667,5
C007,2025-01-08,2025-01-08 14:30:00,2025-01-08 22:45:13.520553817,4,0,0,8.253755709393836,52.0,1
C007,2025-01-09,2025-01-09 04:15:00,2025-01-09 12:01:39.640119617,2,0,1,7.777677811004806,5.4962442905555555,2
C007,2025-01-10,2025-01-10 05:15:00,2025-01-10 13:43:40.660982538,1,0,1,8.477961384038458,17.22232218888889,3
C007,2025-01-11,2025-01-11 01:00:00,2025-01-11 07:57:30.109518934,1,1,1,6.958363755259462,11.272038615833333,4
C007,2025-01-12,2025-01-12 09:30:00,2025-01-12 17:36:23.382680673,4,0,0,8.106495189075838,25.54163624472222,5
C007,2025-01-13,2025-01-13 14:15:00,2025-01-13 23:30:06.994637511,4,0,0,9.251942954864374,20.64350481083333,6
C007,2025-01-14,2025-01-14 06:45:00,2025-01-14 14:28:24.414118147,3,0,0,7.723448366152134,7.248057045,7
C007,2025-01-16,2025-01-16 20:00:00,2025-01-17 02:10:50.887815127,1,1,0,6.180802170868683,45.0,1
C007,2025-01-19,2025-01-19 10:15:00,2025-01-19 18:34:25.421566984,4,0,0,8.32372821305119,53.0,1
C007,2025-01-20,2025-01-20 11:15:00,2025-01-20 20:32:33.705824577,3,0,0,9.29269606238264,16.676271786944444,2
C007,2025-01-22,2025-01-22 18:15:00,2025-01-23 01:57:06.971971992,4,1,0,7.70193665888671,59.0,1
C007,2025-01-23,2025-01-23 05:45:00,2025-01-23 13:57:03.262207050,1,0,1,8.200906168625046,3.7980633411111113,2
C007,2025-01-24,2025-01-24 02:00:00,2025-01-24 09:16:33.493481711,2,1,1,7.275970411586595,12.049093831111112,3
C007,2025-01-25,2025-01-25 19:00:00,2025-01-26 01:31:27.553182535,1,1,0,6.524320328482132,33.72402958833333,4
C007,2025-01-26,2025-01-26 18:00:00,2025-01-27 00:42:38.202036924,4,1,0,6.710611676923446,16.47567967138889,5
C007,2025-01-27,2025-01-27 21:00:00,2025-01-28 05:00:51.386430930,2,1,0,8.014274008591844,20.289388323055558,6
C007,2025-01-28,2025-01-28 06:30:00,2025-01-28 14:50:47.161869726,1,0,0,8.346433852701896,1.485725991388889,7
C007,2025-01-29,2025-01-29 02:15:00,2025-01-29 09:19:14.578333267,4,1,1,7.070716203685322,11.403566147222222,8
C007,2025-01-30,2025-01-30 06:15:00,2025-01-30 14:26:12.442743082,1,0,0,8.18678965085628,20.92928379611111,9
C007,2025-01-31,2025-01-31 16:30:00,2025-02-01 02:27:04.111491094,3,1,0,9.95114208085955,26.063210348888887,10
C007,2025-02-01,2025-02-01 13:00:00,2025-02-01 20:46:59.389169912,1,0,0,7.783163658308916,10.548857918888888,11
C007,2025-02-03,2025-02-03 21:15:00,2025-02-04 05:25:22.859224990,4,1,0,8.173016451386223,62.0,1
C007,2025-02-04,2025-02-04 12:30:00,2025-02-04 22:04:36.348595163,1,0,0,9.576763498656472,7.0769835486111115,2
C007,2025-02-05,2025-02-05 04:00:00,2025-02-05 12:28:07.043280897,1,0,1,8.468623133582588,5.923236501111111,3
C007,2025-02-06,2025-02-06 21:00:00,2025-02-07 03:42:04.090484632,4,1,0,6.701136245731299,32.53137686638889,4
C007,2025-02-07,2025-02-07 23:15:00,2025-02-08 05:56:32.955242863,3,1,0,6.692487567462036,19.548863754166668,5
C007,2025-02-10,2025-02-10 10:15:00,2025-02-10 19:10:21.367347445,4,0,0,8.922602040956985,31.0,1
C007,2025-02-11,2025-02-11 04:30:00,2025-02-11 11:12:04.362369950,3,0,1,6.701211769430639,9.32739795888889,2
C007,2025-02-13,2025-02-13 04:45:00,2025-02-13 14:02:14.012792175,1,0,1,9.287225775604348,39.0,1
C007,2025-02-14,2025-02-14 23:45:00,2025-02-15 06:27:14.134484038,3,1,0,6.703926245566361,33.712774224166665,2
C007,2025-02-16,2025-02-16 00:00:00,2025-02-16 07:41:02.639719510,4,1,1,7.6840665887528425,29.0,1
C007,2025-02-17,2025-02-17 18:45:00,2025-02-18 02:34:31.653256725,2,1,0,7.8254592379793735,35.06593341111111,2
C007,2025-02-22,2025-02-22 09:00:00,2025-02-22 18:44:52.192651647,1,0,0,9.747831292124252,34.0,1
C007,2025-02-23,2025-02-23 11:15:00,2025-02-23 20:44:36.047928823,3,0,0,9.493346646895391,16.502168707777777,2
C007,2025-02-24,2025-02-24 12:45:00,2025-02-24 20:18:51.015788037,3,0,0,7.564171052232698,16.006653353055555,3
C007,2025-02-25,2025-02-25 10:15:00,2025-02-25 18:56:49.974812290,2,0,0,8.697215225636194,13.935828947500001,4
C007,2025-02-26,2025-02-26 06:00:00,2025-02-26 13:13:07.379603011,3,0,0,7.218716556392163,11.052784774166666,5
C007,2025-02-27,2025-02-27 05:15:00,2025-02-27 12:08:40.047856746,4,0,1,6.894457737985245,16.031283443333333,6
C007,2025-02-28,2025-02-28 01:15:00,2025-02-28 07:30:54.177643741,1,1,1,6.265049345483697,13.105542261944445,7
C007,2025-03-01,2025-03-01 13:45:00,2025-03-01 23:04:02.386634034,3,0,0,9.317329620565134,30.234950654444447,8
C008,2025-01-01,2025-01-01 22:45:00,2025-01-02 05:51:09.371760748,1,1,0,7.102603266874594,57.0,1
C008,2025-01-02,2025-01-02 04:45:00,2025-01-02 12:56:53.225316888,4,0,1,8.198118143580068,-1.1026032669444443,2
C008,2025-01-03,2025-01-03 11:45:00,2025-01-03 19:30:28.968316313,3,0,0,7.758046754531641,22.80188185638889,3
C008,2025-01-04,2025-01-04 05:30:00,2025-01-04 13:54:36.765559337,3,0,1,8.41021265537146,9.991953245277777,4
C008,2025-01-05,2025-01-05 09:15:00,2025-01-05 17:05:21.126102278,2,0,0,7.83920169507728,19.339787344444446,5
C008,2025-01-06,2025-01-06 06:30:00,2025-01-06 16:26:04.976523793,1,0,0,9.934715701053655,13.410798304722222,6
C008,2025-01-09,2025-01-09 04:30:00,2025-01-09 12:32:15.678645356,4,0,1,8.037688512599159,40.0,1
C008,2025-01-10,2025-01-10 04:45:00,2025-01-10 13:14:44.100042599,2,0,1,8.495583345166555,16.212311487222223,2
C008,2025-01-11,2025-01-11 06:00:00,2025-01-11 13:47:56.898943027,3,0,0,7.7991385952852905,16.754416654722224,3
C008,2025-01-12,2025-01-12 14:15:00,2025-01-12 23:11:04.047080084,1,0,0,8.934457522245609,24.450861404444446,4
C008,2025-01-14,2025-01-14 13:00:00,2025-01-14 22:09:40.863396386,2,0,0,9.161350943440592,46.0,1
C008,2025-01-16,2025-01-16 04:00:00,2025-01-16 13:20:13.968469748,1,0,1,9.33721346381907,41.0,1
C008,2025-01-19,2025-01-19 12:30:00,2025-01-19 21:52:38.741991450,1,0,0,9.377428330958464,49.0,1
C008,2025-01-21,2025-01-21 05:00:00,2025-01-21 12:54:14.661062910,1,0,1,7.904072517475067,52.0,1
C008,2025-01-22,2025-01-22 22:45:00,2025-01-23 05:08:57.966045123,1,1,0,6.3994350125342905,33.845927482499995,2
C008,2025-01-23,2025-01-23 01:00:00,2025-01-23 07:52:30.742493198,1,1,1,6.875206248110784,-4.1494350127777775,3
C008,2025-01-24,2025-01-24 04:30:00,2025-01-24 13:48:01.903621373,2,0,1,9.300528783714816,20.624793751666665,4
C008,2025-01-25,2025-01-25 08:45:00,2025-01-25 17:12:20.643620544,3,0,0,8.455734339040248,18.94947121611111,5
C008,2025-01-26,2025-01-26 04:45:00,2025-01-26 12:31:23.132459188,1,0,1,7.773092349774473,11.544265660833332,6
C008,2025-01-28,2025-01-28 20:45:00,2025-01-29 02:57:49.572659864,1,1,0,6.213770183295776,28.0,1
C008,2025-01-29,2025-01-29 11:30:00,2025-01-29 18:53:55.726508340,3,0,0,7.398812918983398,8.536229816666665,2
C008,2025-01-30,2025-01-30 06:00:00,2025-01-30 13:38:54.685395783,2,0,0,7.648523721051086,11.101187080833334,3
C008,2025-01-31,2025-01-31 05:45:00,2025-01-31 11:50:01.607438845,4,0,1,6.083779844123651,16.10147627888889,4
C008,2025-02-01,2025-02-01 15:15:00,2025-02-01 23:44:55.155391501,3,0,0,8.498654275417055,27.416220155833333,5
C008,2025-02-04,2025-02-04 18:30:00,2025-02-05 03:22:46.126395220,2,1,0,8.879479554227787,33.0,1
C008,2025-02-05,2025-02-05 15:00:00,2025-02-05 21:27:20.975539886,1,0,0,6.455826538857268,11.620520445555556,2
C008,2025-02-06,2025-02-06 09:30:00,2025-02-06 16:00:44.578747673,1,0,0,6.5123829854648,12.04417346111111,3
C008,2025-02-07,2025-02-07 04:15:00,2025-02-07 11:45:14.297615154,4,0,1,7.503971559765246,12.237617014444444,4
C008,2025-02-08,2025-02-08 05:45:00,2025-02-08 15:27:47.772473019,4,0,1,9.713270131394308,17.99602844,5
C008,2025-02-09,2025-02-09 04:45:00,2025-02-09 11:53:37.057765043,2,0,1,7.14362715695664,13.286729868333333,6
C008,2025-02-10,2025-02-10 18:00:00,2025-02-11 01:37:55.379055173,1,1,0,7.632049737548255,30.106372842777777,7
C008,2025-02-12,2025-02-12 23:45:00,2025-02-13 08:04:45.632422197,4,1,0,8.329342339499174,34.0,1
C008,2025-02-13,2025-02-13 18:00:00,2025-02-14 02:48:43.791118168,1,1,0,8.812164199491356,9.920657660277778,2
C008,2025-02-16,2025-02-16 20:45:00,2025-02-17 03:12:07.301963266,1,1,0,6.452028323129632,45.0,1
C008,2025-02-17,2025-02-17 15:15:00,2025-02-17 23:41:51.943276857,3,0,0,8.447762021349323,12.047971676666666,2
C008,2025-02-20,2025-02-20 00:15:00,2025-02-20 06:34:12.515771672,2,1,1,6.3201432699091455,39.0,1
C008,2025-02-21,2025-02-21 20:45:00,2025-02-22 05:43:31.547474573,3,1,0,8.975429854048091,38.17985673,2
C008,2025-02-22,2025-02-22 20:00:00,2025-02-23 02:55:58.032444081,4,1,0,6.9327867900226625,14.274570145833334,3
C008,2025-02-23,2025-02-23 09:00:00,2025-02-23 16:25:17.537789074,1,0,0,7.421538274742957,6.0672132097222224,4
C008,2025-02-24,2025-02-24 05:45:00,2025-02-24 15:06:35.481316063,1,0,1,9.35985592112873,13.328461724999999,5
C008,2025-02-26,2025-02-26 21:30:00,2025-02-27 04:28:50.861456451,3,1,0,6.980794849014237,29.0,1
C008,2025-02-27,2025-02-27 02:45:00,2025-02-27 09:38:49.996542872,2,1,1,6.897221261909085,-1.7307948491666667,2
C008,2025-02-28,2025-02-28 12:15:00,2025-02-28 20:54:07.804864807,4,0,0,8.65216801800197,26.602778738055555,3
C009,2025-01-04,2025-01-04 14:15:00,2025-01-04 22:10:26.009614360,3,0,0,7.923891559544495,47.0,1
C009,2025-01-07,2025-01-07 05:30:00,2025-01-07 13:53:50.913105546,3,0,1,8.397475862651735,42.0,1
C009,2025-01-08,2025-01-08 05:45:00,2025-01-08 14:31:53.985335923,2,0,1,8.781662593312213,15.852524137222222,2
C009,2025-01-09,2025-01-09 06:45:00,2025-01-09 14:30:38.865570559,2,0,0,7.760795991821962,16.218337406666667,3
C009,2025-01-10,2025-01-10 09:00:00,2025-01-10 16:29:08.476826971,3,0,0,7.4856880074921825,18.489204008055555,4
C009,2025-01-11,2025-01-11 18:00:00,2025-01-12 02:47:57.623978510,1,1,0,8.799339994030673,25.514311992499998,5
C009,2025-01-12,2025-01-12 13:45:00,2025-01-12 23:42:52.220618226,3,0,0,9.964505727285214,10.950660005833333,6
C009,2025-01-13,2025-01-13 00:00:00,2025-01-13 06:22:08.229022562,2,1,1,6.368952506267279,0.28549427250000003,7
C009,2025-01-14,2025-01-14 04:15:00,2025-01-14 12:35:35.666101995,1,0,1,8.343240583887608,21.88104749361111,8
C009,2025-01-15,2025-01-15 02:15:00,2025-01-15 10:07:52.890564830,3,1,1,7.8813584902306815,13.656759416111111,9
C009,2025-01-16,2025-01-16 00:45:00,2025-01-16 07:40:24.476258009,1,1,1,6.923465627224765,14.618641509722222,10
C009,2025-01-17,2025-01-17 01:15:00,2025-01-17 08:30:44.428650888,3,1,1,7.262341291913413,17.5765343725,11
C009,2025-01-18,2025-01-18 00:00:00,2025-01-18 06:00:50.610267458,2,1,1,6.014058407627238,15.487658708055555,12
C009,2025-01-21,2025-01-21 00:15:00,2025-01-21 08:09:47.625271800,4,1,1,7.913229242166916,67.0,1
C009,2025-01-24,2025-01-24 15:45:00,2025-01-25 01:38:57.619000048,2,1,0,9.899338611124447,54.0,1
C009,2025-01-25,2025-01-25 21:45:00,2025-01-26 04:13:08.923487557,4,1,0,6.469145413210343,20.100661388611112,2
C009,2025-01-27,2025-01-27 12:00:00,2025-01-27 20:07:46.857824763,3,0,0,8.129682729100868,30.0,1
C009,2025-01-29,2025-01-29 20:30:00,2025-01-30 05:23:24.659889506,4,1,0,8.89018330264065,30.0,1
C009,2025-01-30,2025-01-30 23:15:00,2025-01-31 07:26:32.866421791,1,1,0,8.192462894942189,17.85981669722222,2
C009,2025-01-31,2025-01-31 19:00:00,2025-02-01 01:34:24.859575819,3,1,0,6.573572104394367,11.557537105,3
C009,2025-02-01,2025-02-01 00:00:00,2025-02-01 06:21:57.711198490,2,1,1,6.366030888469455,-1.5735721044444444,4
C009,2025-02-02,2025-02-02 16:30:00,2025-02-03 01:54:08.871232912,1,1,0,9.40246423136455,34.133969111388886,5
C009,2025-02-03,2025-02-03 05:30:00,2025-02-03 13:06:57.281419102,1,0,1,7.615911505306193,3.5975357686111114,6
C009,2025-02-04,2025-02-04 09:15:00,2025-02-04 15:34:36.844978753,2,0,0,6.3269013829871135,20.134088494444445,7
C009,2025-02-05,2025-02-05 05:00:00,2025-02-05 13:39:24.305968878,2,0,1,8.656751658021669,13.423098616944444,8
C009,2025-02-07,2025-02-07 14:45:00,2025-02-07 22:55:54.218919459,3,0,0,8.181727477627621,63.0,1
C009,2025-02-09,2025-02-09 02:45:00,2025-02-09 10:19:21.203035565,4,1,1,7.572556398768066,30.0,1
C009,2025-02-10,2025-02-10 11:15:00,2025-02-10 20:16:37.221681916,3,0,0,9.02700602275454,24.927443601111108,2
C009,2025-02-12,2025-02-12 01:00:00,2025-02-12 07:28:39.332721947,4,1,1,6.477592422763078,51.0,1
C009,2025-02-13,2025-02-13 04:30:00,2025-02-13 10:52:35.787505810,4,0,1,6.376607640502792,21.02240757722222,2
C009,2025-02-14,2025-02-14 10:45:00,2025-02-14 17:10:18.821279375,3,0,0,6.421894799826522,23.873392359444445,3
C009,2025-02-15,2025-02-15 10:30:00,2025-02-15 18:15:51.439078811,4,0,0,7.764288633003135,17.3281052,4
C009,2025-02-18,2025-02-18 22:30:00,2025-02-19 06:24:13.490109543,1,1,0,7.903747252650911,70.0,1
C009,2025-02-20,2025-02-20 11:15:00,2025-02-20 19:28:52.610763780,3,0,0,8.231280767716806,39.0,1
C009,2025-02-21,2025-02-21 01:15:00,2025-02-21 07:35:15.750288079,1,1,1,6.337708413355372,5.768719232222222,2
C009,2025-02-22,2025-02-22 04:45:00,2025-02-22 13:40:49.947379691,3,0,1,8.93054093880333,21.16229158638889,3
C009,2025-02-23,2025-02-23 23:45:00,2025-02-24 06:00:01.412117885,1,1,0,6.250392254968149,34.06945906111111,4
C009,2025-02-24,2025-02-24 08:30:00,2025-02-24 16:10:15.758101561,1,0,0,7.671043917100398,2.499607745,5
C009,2025-02-25,2025-02-25 11:15:00,2025-02-25 21:14:17.925461975,3,0,0,9.988312628326646,19.078956082777776,6
C009,2025-02-26,2025-02-26 04:00:00,2025-02-26 12:14:20.481844392,4,0,1,8.23902273455353,6.761687371666667,7
C009,2025-02-27,2025-02-27 01:30:00,2025-02-27 08:15:28.995308777,1,1,1,6.758054252438194,13.260977265277777,8
C009,2025-02-28,2025-02-28 13:30:00,2025-02-28 21:39:47.430071791,4,0,0,8.163175019942177,29.241945747499997,9
C009,2025-03-01,2025-03-01 16:15:00,2025-03-01 23:40:52.295020686,2,0,0,7.431193061301768,18.58682498,10
C010,2025-01-01,2025-01-01 12:15:00,2025-01-01 18:42:06.382201120,2,0,0,6.451772833644695,56.0,1
C010,2025-01-02,2025-01-02 04:15:00,2025-01-02 13:12:31.266730465,2,0,1,8.958685202907056,9.548227166111111,2
C010,2025-01-03,2025-01-03 13:45:00,2025-01-03 22:42:08.195376074,3,0,0,8.952276493354068,24.541314796944445,3
C010,2025-01-04,2025-01-04 08:45:00,2025-01-04 15:15:18.212278528,2,0,0,6.5050589662580105,10.04772350638889,4
C010,2025-01-05,2025-01-05 21:15:00,2025-01-06 05:17:42.030409937,1,1,0,8.04500844720486,29.994941033611113,5
C010,2025-01-06,2025-01-06 02:30:00,2025-01-06 09:03:30.787836871,3,1,1,6.558552176908821,-2.795008447222222,6
C010,2025-01-07,2025-01-07 13:00:00,2025-01-07 20:26:29.440606997,3,0,0,7.44151127972139,27.941447823055558,7
C010,2025-01-08,2025-01-08 11:45:00,2025-01-08 21:30:11.589385658,1,0,0,9.753219273793931,15.30848872027778,8
C010,2025-01-09,2025-01-09 22:30:00,2025-01-10 07:11:47.551792346,1,1,0,8.696542164540741,24.99678072611111,9
C010,2025-01-10,2025-01-10 06:45:00,2025-01-10 13:11:38.248356674,2,0,0,6.443957876853924,-0.44654216472222225,10
C010,2025-01-11,2025-01-11 01:15:00,2025-01-11 08:00:38.883952586,3,1,1,6.760801097940819,12.056042123055557,11
C010,2025-01-13,2025-01-13 05:30:00,2025-01-13 15:10:20.302351667,2,0,1,9.672306208796602,71.0,1
C010,2025-01-14,2025-01-14 02:00:00,2025-01-14 09:30:28.525705896,4,1,1,7.507923807193568,10.82769379111111,2
C010,2025-01-16,2025-01-16 20:00:00,2025-01-17 03:53:04.971593003,4,1,0,7.884714331389844,42.0,1
C010,2025-01-17,2025-01-17 05:45:00,2025-01-17 12:13:51.560061768,4,0,1,6.4809889060467025,1.8652856683333334,2
C010,2025-01-18,2025-01-18 04:00:00,2025-01-18 11:52:30.258702688,2,0,1,7.875071861858023,15.76901109388889,3
C010,2025-01-19,2025-01-19 16:45:00,2025-01-19 22:56:33.256838088,4,0,0,6.192571343913414,28.874928138055555,4
C010,2025-01-20,2025-01-20 23:45:00,2025-01-21 06:46:16.383108175,3,1,0,7.021217530048694,24.807428655833334,5
C010,2025-01-21,2025-01-21 08:45:00,2025-01-21 15:53:28.180872345,3,0,0,7.141161353429266,1.978782469722222,6
C010,2025-01-22,2025-01-22 22:00:00,2025-01-23 05:33:51.613441670,4,1,0,7.564337067130769,30.108838646388886,7
C010,2025-01-23,2025-01-23 08:00:00,2025-01-23 16:57:00.946786936,1,0,0,8.950262996371308,2.435662932777778,8
C010,2025-01-25,2025-01-25 04:30:00,2025-01-25 10:36:02.044199192,3,0,1,6.100567833109091,63.0,1
C010,2025-01-26,2025-01-26 16:45:00,2025-01-27 00:06:47.746076973,1,1,0,7.363262799159386,30.149432166666667,2
C010,2025-01-28,2025-01-28 16:45:00,2025-01-29 01:33:37.926332431,3,1,0,8.810535092342064,30.0,1
C010,2025-01-30,2025-01-30 20:15:00,2025-01-31 04:12:24.022003091,4,1,0,7.956672778636417,57.0,1
C010,2025-01-31,2025-01-31 02:15:00,2025-01-31 09:03:50.197749366,1,1,1,6.813943819268528,-1.956672778888889,2
C010,2025-02-03,2025-02-03 02:00:00,2025-02-03 08:33:13.063016097,1,1,1,6.553628615582611,52.0,1
C010,2025-02-04,2025-02-04 10:45:00,2025-02-04 18:32:23.541235043,4,0,0,7.789872565289832,26.196371384166667,2
C010,2025-02-05,2025-02-05 08:15:00,2025-02-05 14:16:50.362070148,4,0,0,6.030656130596901,13.710127434444445,3
C010,2025-02-08,2025-02-08 18:15:00,2025-02-09 00:54:19.906211024,3,1,0,6.655529503062391,64.0,1
